order_id,product_id,unit_price,quantity,discount,total_sale,soma,repeticoes_doid,media,ano_mes
10398,35,"14,40",30,0,432,"2505,6",2,"1252,8",1996-12
10398,55,"19,20",120,"0,1","2073,6","2505,6",2,"1252,8",1996-12
10399,68,"10,00",60,0,600,"1765,6",4,"441,4",1996-12
10399,71,"17,20",30,0,516,"1765,6",4,"441,4",1996-12
10399,76,"14,40",35,0,504,"1765,6",4,"441,4",1996-12
10399,77,"10,40",14,0,"145,6","1765,6",4,"441,4",1996-12
10400,29,"99,00",21,0,2079,3063,3,1021,1997-01
10400,35,"14,40",35,0,504,3063,3,1021,1997-01
10400,49,"16,00",30,0,480,3063,3,1021,1997-01
10401,30,"20,70",18,0,"372,6","3868,6",4,"967,15",1997-01
10401,56,"30,40",70,0,2128,"3868,6",4,"967,15",1997-01
10401,65,"16,80",20,0,336,"3868,6",4,"967,15",1997-01
10401,71,"17,20",60,0,1032,"3868,6",4,"967,15",1997-01
10402,23,"7,20",60,0,432,"2713,5",2,"1356,75",1997-01
10402,63,"35,10",65,0,"2281,5","2713,5",2,"1356,75",1997-01
10403,16,"13,90",21,"0,15","248,115","855,015",2,"427,5075",1997-01
10403,48,"10,20",70,"0,15","606,9","855,015",2,"427,5075",1997-01
10404,26,"24,90",30,"0,05","709,65","1591,25",3,"530,4166667",1997-01
10404,42,"11,20",40,"0,05","425,6","1591,25",3,"530,4166667",1997-01
10404,49,"16,00",30,"0,05",456,"1591,25",3,"530,4166667",1997-01
10405,3,"8,00",50,0,400,400,1,400,1997-01
10406,1,"14,40",10,0,144,"1830,78",5,"366,156",1997-01
10406,21,"8,00",30,"0,1",216,"1830,78",5,"366,156",1997-01
10406,28,"36,40",42,"0,1","1375,92","1830,78",5,"366,156",1997-01
10406,36,"15,20",5,"0,1","68,4","1830,78",5,"366,156",1997-01
10406,40,"14,70",2,"0,1","26,46","1830,78",5,"366,156",1997-01
10407,11,"16,80",30,0,504,1194,3,398,1997-01
10407,69,"28,80",15,0,432,1194,3,398,1997-01
10407,71,"17,20",15,0,258,1194,3,398,1997-01
10408,37,"20,80",10,0,208,"1622,4",3,"540,8",1997-01
10408,54,"5,90",6,0,"35,4","1622,4",3,"540,8",1997-01
10408,62,"39,40",35,0,1379,"1622,4",3,"540,8",1997-01
10409,14,"18,60",12,0,"223,2","319,2",2,"159,6",1997-01
10409,21,"8,00",12,0,96,"319,2",2,"159,6",1997-01
10410,33,"2,00",49,0,98,802,2,401,1997-01
10410,59,"44,00",16,0,704,802,2,401,1997-01
10411,41,"7,70",25,"0,2",154,"966,8",3,"322,2666667",1997-01
10411,44,"15,50",40,"0,2",496,"966,8",3,"322,2666667",1997-01
10411,59,"44,00",9,"0,2","316,8","966,8",3,"322,2666667",1997-01
10412,14,"18,60",20,"0,1","334,8","334,8",1,"334,8",1997-01
10413,1,"14,40",24,0,"345,6","2123,2",3,"707,7333333",1997-01
10413,62,"39,40",40,0,1576,"2123,2",3,"707,7333333",1997-01
10413,76,"14,40",14,0,"201,6","2123,2",3,"707,7333333",1997-01
10414,19,"7,30",18,"0,05","124,83","224,83",2,"112,415",1997-01
10414,33,"2,00",50,0,100,"224,83",2,"112,415",1997-01
10415,17,"31,20",2,0,"62,4","102,4",2,"51,2",1997-01
10415,33,"2,00",20,0,40,"102,4",2,"51,2",1997-01
10416,19,"7,30",20,0,146,720,3,240,1997-01
10416,53,"26,20",10,0,262,720,3,240,1997-01
10416,57,"15,60",20,0,312,720,3,240,1997-01
10417,38,"210,80",50,0,10540,"11188,4",4,"2797,1",1997-01
10417,46,"9,60",2,"0,25","14,4","11188,4",4,"2797,1",1997-01
10417,68,"10,00",36,"0,25",270,"11188,4",4,"2797,1",1997-01
10417,77,"10,40",35,0,364,"11188,4",4,"2797,1",1997-01
10418,2,"15,20",60,0,912,"1814,8",4,"453,7",1997-01
10418,47,"7,60",55,0,418,"1814,8",4,"453,7",1997-01
10418,61,"22,80",16,0,"364,8","1814,8",4,"453,7",1997-01
10418,74,"8,00",15,0,120,"1814,8",4,"453,7",1997-01
10419,60,"27,20",60,"0,05","1550,4","2097,6",2,"1048,8",1997-01
10419,69,"28,80",20,"0,05","547,2","2097,6",2,"1048,8",1997-01
10420,9,"77,60",20,"0,1","1396,8","1707,84",4,"426,96",1997-01
10420,13,"4,80",2,"0,1","8,64","1707,84",4,"426,96",1997-01
10420,70,"12,00",8,"0,1","86,4","1707,84",4,"426,96",1997-01
10420,73,"12,00",20,"0,1",216,"1707,84",4,"426,96",1997-01
10421,19,"7,30",4,"0,15","24,82","1194,27",4,"298,5675",1997-01
10421,26,"24,90",30,0,747,"1194,27",4,"298,5675",1997-01
10421,53,"26,20",15,"0,15","334,05","1194,27",4,"298,5675",1997-01
10421,77,"10,40",10,"0,15","88,4","1194,27",4,"298,5675",1997-01
10422,26,"24,90",2,0,"49,8","49,8",1,"49,8",1997-01
10423,31,"10,00",14,0,140,1020,2,510,1997-01
10423,59,"44,00",20,0,880,1020,2,510,1997-01
10424,35,"14,40",60,"0,2","691,2","9194,56",3,"3064,853333",1997-01
10424,38,"210,80",49,"0,2","8263,36","9194,56",3,"3064,853333",1997-01
10424,68,"10,00",30,"0,2",240,"9194,56",3,"3064,853333",1997-01
10425,55,"19,20",10,"0,25",144,360,2,180,1997-01
10425,76,"14,40",20,"0,25",216,360,2,180,1997-01
10426,56,"30,40",5,0,152,"338,2",2,"169,1",1997-01
10426,64,"26,60",7,0,"186,2","338,2",2,"169,1",1997-01
10427,14,"18,60",35,0,651,651,1,651,1997-01
10428,46,"9,60",20,0,192,192,1,192,1997-01
10429,50,"13,00",40,0,520,"1441,375",2,"720,6875",1997-01
10429,63,"35,10",35,"0,25","921,375","1441,375",2,"720,6875",1997-01
10430,17,"31,20",45,"0,2","1123,2","4899,2",4,"1224,8",1997-01
10430,21,"8,00",50,0,400,"4899,2",4,"1224,8",1997-01
10430,56,"30,40",30,0,912,"4899,2",4,"1224,8",1997-01
10430,59,"44,00",70,"0,2",2464,"4899,2",4,"1224,8",1997-01
10431,17,"31,20",50,"0,25",1170,"1892,25",3,"630,75",1997-01
10431,40,"14,70",50,"0,25","551,25","1892,25",3,"630,75",1997-01
10431,47,"7,60",30,"0,25",171,"1892,25",3,"630,75",1997-01
10432,26,"24,90",10,0,249,485,2,"242,5",1997-01
10432,54,"5,90",40,0,236,485,2,"242,5",1997-01
10433,56,"30,40",28,0,"851,2","851,2",1,"851,2",1997-02
10434,11,"16,80",6,0,"100,8","321,12",2,"160,56",1997-02
10434,76,"14,40",18,"0,15","220,32","321,12",2,"160,56",1997-02
10435,2,"15,20",10,0,152,"631,6",3,"210,5333333",1997-02
10435,22,"16,80",12,0,"201,6","631,6",3,"210,5333333",1997-02
10435,72,"27,80",10,0,278,"631,6",3,"210,5333333",1997-02
10436,46,"9,60",5,0,48,"1994,52",4,"498,63",1997-02
10436,56,"30,40",40,"0,1","1094,4","1994,52",4,"498,63",1997-02
10436,64,"26,60",30,"0,1","718,2","1994,52",4,"498,63",1997-02
10436,75,"6,20",24,"0,1","133,92","1994,52",4,"498,63",1997-02
10437,53,"26,20",15,0,393,393,1,393,1997-02
10438,19,"7,30",15,"0,2","87,6",454,3,"151,3333333",1997-02
10438,34,"11,20",20,"0,2","179,2",454,3,"151,3333333",1997-02
10438,57,"15,60",15,"0,2","187,2",454,3,"151,3333333",1997-02
10439,12,"30,40",15,0,456,1078,4,"269,5",1997-02
10439,16,"13,90",16,0,"222,4",1078,4,"269,5",1997-02
10439,64,"26,60",6,0,"159,6",1078,4,"269,5",1997-02
10439,74,"8,00",30,0,240,1078,4,"269,5",1997-02
10440,2,"15,20",45,"0,15","581,4","4924,135",4,"1231,03375",1997-02
10440,16,"13,90",49,"0,15","578,935","4924,135",4,"1231,03375",1997-02
10440,29,"99,00",24,"0,15","2019,6","4924,135",4,"1231,03375",1997-02
10440,61,"22,80",90,"0,15","1744,2","4924,135",4,"1231,03375",1997-02
10441,27,"35,10",50,0,1755,1755,1,1755,1997-02
10442,11,"16,80",30,0,504,1792,3,"597,3333333",1997-02
10442,54,"5,90",80,0,472,1792,3,"597,3333333",1997-02
10442,66,"13,60",60,0,816,1792,3,"597,3333333",1997-02
10443,11,"16,80",6,"0,2","80,64","517,44",2,"258,72",1997-02
10443,28,"36,40",12,0,"436,8","517,44",2,"258,72",1997-02
10444,17,"31,20",10,0,312,"1031,7",4,"257,925",1997-02
10444,26,"24,90",15,0,"373,5","1031,7",4,"257,925",1997-02
10444,35,"14,40",8,0,"115,2","1031,7",4,"257,925",1997-02
10444,41,"7,70",30,0,231,"1031,7",4,"257,925",1997-02
10445,39,"14,40",6,0,"86,4","174,9",2,"87,45",1997-02
10445,54,"5,90",15,0,"88,5","174,9",2,"87,45",1997-02
10446,19,"7,30",12,"0,1","78,84","246,24",4,"61,56",1997-02
10446,24,"3,60",20,"0,1","64,8","246,24",4,"61,56",1997-02
10446,31,"10,00",3,"0,1",27,"246,24",4,"61,56",1997-02
10446,52,"5,60",15,"0,1","75,6","246,24",4,"61,56",1997-02
10447,19,"7,30",40,0,292,"914,4",3,"304,8",1997-02
10447,65,"16,80",35,0,588,"914,4",3,"304,8",1997-02
10447,71,"17,20",2,0,"34,4","914,4",3,"304,8",1997-02
10448,26,"24,90",6,0,"149,4","443,4",2,"221,7",1997-02
10448,40,"14,70",20,0,294,"443,4",2,"221,7",1997-02
10449,10,"24,80",14,0,"347,2","1838,2",3,"612,7333333",1997-02
10449,52,"5,60",20,0,112,"1838,2",3,"612,7333333",1997-02
10449,62,"39,40",35,0,1379,"1838,2",3,"612,7333333",1997-02
10450,10,"24,80",20,"0,2","396,8","425,12",2,"212,56",1997-02
10450,54,"5,90",6,"0,2","28,32","425,12",2,"212,56",1997-02
10451,55,"19,20",120,"0,1","2073,6","3849,66",4,"962,415",1997-02
10451,64,"26,60",35,"0,1","837,9","3849,66",4,"962,415",1997-02
10451,65,"16,80",28,"0,1","423,36","3849,66",4,"962,415",1997-02
10451,77,"10,40",55,"0,1","514,8","3849,66",4,"962,415",1997-02
10452,28,"36,40",15,0,546,"2018,5",2,"1009,25",1997-02
10452,44,"15,50",100,"0,05","1472,5","2018,5",2,"1009,25",1997-02
10453,48,"10,20",15,"0,1","137,7","407,7",2,"203,85",1997-02
10453,70,"12,00",25,"0,1",270,"407,7",2,"203,85",1997-02
10454,16,"13,90",20,"0,2","222,4","331,2",3,"110,4",1997-02
10454,33,"2,00",20,"0,2",32,"331,2",3,"110,4",1997-02
10454,46,"9,60",10,"0,2","76,8","331,2",3,"110,4",1997-02
10455,39,"14,40",20,0,288,2684,4,671,1997-02
10455,53,"26,20",50,0,1310,2684,4,671,1997-02
10455,61,"22,80",25,0,570,2684,4,671,1997-02
10455,71,"17,20",30,0,516,2684,4,671,1997-02
10456,21,"8,00",40,"0,15",272,"557,6",2,"278,8",1997-02
10456,49,"16,00",21,"0,15","285,6","557,6",2,"278,8",1997-02
10457,59,"44,00",36,0,1584,1584,1,1584,1997-02
10458,26,"24,90",30,0,747,3891,5,"778,2",1997-02
10458,28,"36,40",30,0,1092,3891,5,"778,2",1997-02
10458,43,"36,80",20,0,736,3891,5,"778,2",1997-02
10458,56,"30,40",15,0,456,3891,5,"778,2",1997-02
10458,71,"17,20",50,0,860,3891,5,"778,2",1997-02
10459,7,"24,00",16,"0,05","364,8","1659,2",3,"553,0666667",1997-02
10459,46,"9,60",20,"0,05","182,4","1659,2",3,"553,0666667",1997-02
10459,72,"27,80",40,0,1112,"1659,2",3,"553,0666667",1997-02
10460,68,"10,00",21,"0,25","157,5","176,1",2,"88,05",1997-02
10460,75,"6,20",4,"0,25","18,6","176,1",2,"88,05",1997-02
10461,21,"8,00",40,"0,25",240,"1538,7",3,"512,9",1997-02
10461,30,"20,70",28,"0,25","434,7","1538,7",3,"512,9",1997-02
10461,55,"19,20",60,"0,25",864,"1538,7",3,"512,9",1997-02
10462,13,"4,80",1,0,"4,8",156,2,78,1997-03
10462,23,"7,20",21,0,"151,2",156,2,78,1997-03
10463,19,"7,30",21,0,"153,3","713,3",2,"356,65",1997-03
10463,42,"11,20",50,0,560,"713,3",2,"356,65",1997-03
10464,4,"17,60",16,"0,2","225,28","1609,28",4,"402,32",1997-03
10464,43,"36,80",3,0,"110,4","1609,28",4,"402,32",1997-03
10464,56,"30,40",30,"0,2","729,6","1609,28",4,"402,32",1997-03
10464,60,"27,20",20,0,544,"1609,28",4,"402,32",1997-03
10465,24,"3,60",25,0,90,2518,5,"503,6",1997-03
10465,29,"99,00",18,"0,1","1603,8",2518,5,"503,6",1997-03
10465,40,"14,70",20,0,294,2518,5,"503,6",1997-03
10465,45,"7,60",30,"0,1","205,2",2518,5,"503,6",1997-03
10465,50,"13,00",25,0,325,2518,5,"503,6",1997-03
10466,11,"16,80",10,0,168,216,2,108,1997-03
10466,46,"9,60",5,0,48,216,2,108,1997-03
10467,24,"3,60",28,0,"100,8","235,2",2,"117,6",1997-03
10467,25,"11,20",12,0,"134,4","235,2",2,"117,6",1997-03
10468,30,"20,70",8,0,"165,6","717,6",2,"358,8",1997-03
10468,43,"36,80",15,0,552,"717,6",2,"358,8",1997-03
10469,2,"15,20",40,"0,15","516,8","956,675",3,"318,8916667",1997-03
10469,16,"13,90",35,"0,15","413,525","956,675",3,"318,8916667",1997-03
10469,44,"15,50",2,"0,15","26,35","956,675",3,"318,8916667",1997-03
10470,18,"50,00",30,0,1500,"1820,8",3,"606,9333333",1997-03
10470,23,"7,20",15,0,108,"1820,8",3,"606,9333333",1997-03
10470,64,"26,60",8,0,"212,8","1820,8",3,"606,9333333",1997-03
10471,7,"24,00",30,0,720,1328,2,664,1997-03
10471,56,"30,40",20,0,608,1328,2,664,1997-03
10472,24,"3,60",80,"0,05","273,6","1036,8",2,"518,4",1997-03
10472,51,"42,40",18,0,"763,2","1036,8",2,"518,4",1997-03
10473,33,"2,00",12,0,24,"230,4",2,"115,2",1997-03
10473,71,"17,20",12,0,"206,4","230,4",2,"115,2",1997-03
10474,14,"18,60",12,0,"223,2","1249,1",4,"312,275",1997-03
10474,28,"36,40",18,0,"655,2","1249,1",4,"312,275",1997-03
10474,40,"14,70",21,0,"308,7","1249,1",4,"312,275",1997-03
10474,75,"6,20",10,0,62,"1249,1",4,"312,275",1997-03
10475,31,"10,00",35,"0,15","297,5","1505,18",3,"501,7266667",1997-03
10475,66,"13,60",60,"0,15","693,6","1505,18",3,"501,7266667",1997-03
10475,76,"14,40",42,"0,15","514,08","1505,18",3,"501,7266667",1997-03
10476,55,"19,20",2,"0,05","36,48","180,48",2,"90,24",1997-03
10476,70,"12,00",12,0,144,"180,48",2,"90,24",1997-03
10477,1,"14,40",15,0,216,558,3,186,1997-03
10477,21,"8,00",21,"0,25",126,558,3,186,1997-03
10477,39,"14,40",20,"0,25",216,558,3,186,1997-03
10478,10,"24,80",20,"0,05","471,2","471,2",1,"471,2",1997-03
10479,38,"210,80",30,0,6324,"10495,6",4,"2623,9",1997-03
10479,53,"26,20",28,0,"733,6","10495,6",4,"2623,9",1997-03
10479,59,"44,00",60,0,2640,"10495,6",4,"2623,9",1997-03
10479,64,"26,60",30,0,798,"10495,6",4,"2623,9",1997-03
10480,47,"7,60",30,0,228,756,2,378,1997-03
10480,59,"44,00",12,0,528,756,2,378,1997-03
10481,49,"16,00",24,0,384,1472,2,736,1997-03
10481,60,"27,20",40,0,1088,1472,2,736,1997-03
10482,40,"14,70",10,0,147,147,1,147,1997-03
10483,34,"11,20",35,"0,05","372,4","668,8",2,"334,4",1997-03
10483,77,"10,40",30,"0,05","296,4","668,8",2,"334,4",1997-03
10484,21,"8,00",14,0,112,"386,2",3,"128,7333333",1997-03
10484,40,"14,70",10,0,147,"386,2",3,"128,7333333",1997-03
10484,51,"42,40",3,0,"127,2","386,2",3,"128,7333333",1997-03
10485,2,"15,20",20,"0,1","273,6",1584,4,396,1997-03
10485,3,"8,00",20,"0,1",144,1584,4,396,1997-03
10485,55,"19,20",30,"0,1","518,4",1584,4,396,1997-03
10485,70,"12,00",60,"0,1",648,1584,4,396,1997-03
10486,11,"16,80",5,0,84,1272,3,424,1997-03
10486,51,"42,40",25,0,1060,1272,3,424,1997-03
10486,74,"8,00",16,0,128,1272,3,424,1997-03
10487,19,"7,30",5,0,"36,5","889,7",3,"296,5666667",1997-03
10487,26,"24,90",30,0,747,"889,7",3,"296,5666667",1997-03
10487,54,"5,90",24,"0,25","106,2","889,7",3,"296,5666667",1997-03
10488,59,"44,00",30,0,1320,1512,2,756,1997-03
10488,73,"12,00",20,"0,2",192,1512,2,756,1997-03
10489,11,"16,80",15,"0,25",189,"439,2",2,"219,6",1997-03
10489,16,"13,90",18,0,"250,2","439,2",2,"219,6",1997-03
10490,59,"44,00",60,0,2640,"3163,2",3,"1054,4",1997-03
10490,68,"10,00",30,0,300,"3163,2",3,"1054,4",1997-03
10490,75,"6,20",36,0,"223,2","3163,2",3,"1054,4",1997-03
10491,44,"15,50",15,"0,15","197,625","259,505",2,"129,7525",1997-03
10491,77,"10,40",7,"0,15","61,88","259,505",2,"129,7525",1997-03
10492,25,"11,20",60,"0,05","638,4","851,2",2,"425,6",1997-04
10492,42,"11,20",20,"0,05","212,8","851,2",2,"425,6",1997-04
10493,65,"16,80",15,"0,1","226,8","608,4",3,"202,8",1997-04
10493,66,"13,60",10,"0,1","122,4","608,4",3,"202,8",1997-04
10493,69,"28,80",10,"0,1","259,2","608,4",3,"202,8",1997-04
10494,56,"30,40",30,0,912,912,1,912,1997-04
10495,23,"7,20",10,0,72,278,3,"92,66666667",1997-04
10495,41,"7,70",20,0,154,278,3,"92,66666667",1997-04
10495,77,"10,40",5,0,52,278,3,"92,66666667",1997-04
10496,31,"10,00",20,"0,05",190,190,1,190,1997-04
10497,56,"30,40",14,0,"425,6","1380,6",3,"460,2",1997-04
10497,72,"27,80",25,0,695,"1380,6",3,"460,2",1997-04
10497,77,"10,40",25,0,260,"1380,6",3,"460,2",1997-04
10498,24,"4,50",14,0,63,575,3,"191,6666667",1997-04
10498,40,"18,40",5,0,92,575,3,"191,6666667",1997-04
10498,42,"14,00",30,0,420,575,3,"191,6666667",1997-04
10499,28,"45,60",20,0,912,1412,2,706,1997-04
10499,49,"20,00",25,0,500,1412,2,706,1997-04
10500,15,"15,50",12,"0,05","176,7","523,26",2,"261,63",1997-04
10500,28,"45,60",8,"0,05","346,56","523,26",2,"261,63",1997-04
10501,54,"7,45",20,0,149,149,1,149,1997-04
10502,45,"9,50",21,0,"199,5","816,3",3,"272,1",1997-04
10502,53,"32,80",6,0,"196,8","816,3",3,"272,1",1997-04
10502,67,"14,00",30,0,420,"816,3",3,"272,1",1997-04
10503,14,"23,25",70,0,"1627,5","2048,5",2,"1024,25",1997-04
10503,65,"21,05",20,0,421,"2048,5",2,"1024,25",1997-04
10504,2,"19,00",12,0,228,"1388,5",4,"347,125",1997-04
10504,21,"10,00",12,0,120,"1388,5",4,"347,125",1997-04
10504,53,"32,80",10,0,328,"1388,5",4,"347,125",1997-04
10504,61,"28,50",25,0,"712,5","1388,5",4,"347,125",1997-04
10505,62,"49,30",3,0,"147,9","147,9",1,"147,9",1997-04
10506,25,"14,00",18,"0,1","226,8","415,8",2,"207,9",1997-04
10506,70,"15,00",14,"0,1",189,"415,8",2,"207,9",1997-04
10507,43,"46,00",15,"0,15","586,5","749,0625",2,"374,53125",1997-04
10507,48,"12,75",15,"0,15","162,5625","749,0625",2,"374,53125",1997-04
10508,13,"6,00",10,0,60,240,2,120,1997-04
10508,39,"18,00",10,0,180,240,2,120,1997-04
10509,28,"45,60",3,0,"136,8","136,8",1,"136,8",1997-04
10510,29,"123,79",36,0,"4456,44","4707,54",2,"2353,77",1997-04
10510,75,"7,75",36,"0,1","251,1","4707,54",2,"2353,77",1997-04
10511,4,"22,00",50,"0,15",935,2550,3,850,1997-04
10511,7,"30,00",50,"0,15",1275,2550,3,850,1997-04
10511,8,"40,00",10,"0,15",340,2550,3,850,1997-04
10512,24,"4,50",10,"0,15","38,25","525,3",4,"131,325",1997-04
10512,46,"12,00",9,"0,15","91,8","525,3",4,"131,325",1997-04
10512,47,"9,50",6,"0,15","48,45","525,3",4,"131,325",1997-04
10512,60,"34,00",12,"0,15","346,8","525,3",4,"131,325",1997-04
10513,21,"10,00",40,"0,2",320,1942,3,"647,3333333",1997-04
10513,32,"32,00",50,"0,2",1280,1942,3,"647,3333333",1997-04
10513,61,"28,50",15,"0,2",342,1942,3,"647,3333333",1997-04
10514,20,"81,00",39,0,3159,"8623,45",5,"1724,69",1997-04
10514,28,"45,60",35,0,1596,"8623,45",5,"1724,69",1997-04
10514,56,"38,00",70,0,2660,"8623,45",5,"1724,69",1997-04
10514,65,"21,05",39,0,"820,95","8623,45",5,"1724,69",1997-04
10514,75,"7,75",50,0,"387,5","8623,45",5,"1724,69",1997-04
10515,9,"97,00",16,"0,15","1319,2","9921,3",5,"1984,26",1997-04
10515,16,"17,45",50,0,"872,5","9921,3",5,"1984,26",1997-04
10515,27,"43,90",120,0,5268,"9921,3",5,"1984,26",1997-04
10515,33,"2,50",16,"0,15",34,"9921,3",5,"1984,26",1997-04
10515,60,"34,00",84,"0,15","2427,6","9921,3",5,"1984,26",1997-04
10516,18,"62,50",25,"0,1","1406,25","2381,05",3,"793,6833333",1997-04
10516,41,"9,65",80,"0,1","694,8","2381,05",3,"793,6833333",1997-04
10516,42,"14,00",20,0,280,"2381,05",3,"793,6833333",1997-04
10517,52,"7,00",6,0,42,352,3,"117,3333333",1997-04
10517,59,"55,00",4,0,220,352,3,"117,3333333",1997-04
10517,70,"15,00",6,0,90,352,3,"117,3333333",1997-04
10518,24,"4,50",5,0,"22,5","4150,05",3,"1383,35",1997-04
10518,38,"263,50",15,0,"3952,5","4150,05",3,"1383,35",1997-04
10518,44,"19,45",9,0,"175,05","4150,05",3,"1383,35",1997-04
10519,10,"31,00",16,"0,05","471,2","2314,2",3,"771,4",1997-04
10519,56,"38,00",40,0,1520,"2314,2",3,"771,4",1997-04
10519,60,"34,00",10,"0,05",323,"2314,2",3,"771,4",1997-04
10520,24,"4,50",8,0,36,200,2,100,1997-04
10520,53,"32,80",5,0,164,200,2,100,1997-04
10521,35,"18,00",3,0,54,"225,5",3,"75,16666667",1997-04
10521,41,"9,65",10,0,"96,5","225,5",3,"75,16666667",1997-04
10521,68,"12,50",6,0,75,"225,5",3,"75,16666667",1997-04
10522,1,"18,00",40,"0,2",576,"2318,24",4,"579,56",1997-04
10522,8,"40,00",24,0,960,"2318,24",4,"579,56",1997-04
10522,30,"25,89",20,"0,2","414,24","2318,24",4,"579,56",1997-04
10522,40,"18,40",25,"0,2",368,"2318,24",4,"579,56",1997-04
10523,17,"39,00",25,"0,1","877,5","2444,31",4,"611,0775",1997-05
10523,20,"81,00",15,"0,1","1093,5","2444,31",4,"611,0775",1997-05
10523,37,"26,00",18,"0,1","421,2","2444,31",4,"611,0775",1997-05
10523,41,"9,65",6,"0,1","52,11","2444,31",4,"611,0775",1997-05
10524,10,"31,00",2,0,62,"3192,65",4,"798,1625",1997-05
10524,30,"25,89",10,0,"258,9","3192,65",4,"798,1625",1997-05
10524,43,"46,00",60,0,2760,"3192,65",4,"798,1625",1997-05
10524,54,"7,45",15,0,"111,75","3192,65",4,"798,1625",1997-05
10525,36,"19,00",30,0,570,"818,4",2,"409,2",1997-05
10525,40,"18,40",15,"0,1","248,4","818,4",2,"409,2",1997-05
10526,1,"18,00",8,"0,15","122,4","1151,4",3,"383,8",1997-05
10526,13,"6,00",10,0,60,"1151,4",3,"383,8",1997-05
10526,56,"38,00",30,"0,15",969,"1151,4",3,"383,8",1997-05
10527,4,"22,00",50,"0,1",990,1503,2,"751,5",1997-05
10527,36,"19,00",30,"0,1",513,1503,2,"751,5",1997-05
10528,11,"21,00",3,0,63,"392,2",3,"130,7333333",1997-05
10528,33,"2,50",8,"0,2",16,"392,2",3,"130,7333333",1997-05
10528,72,"34,80",9,0,"313,2","392,2",3,"130,7333333",1997-05
10529,55,"24,00",14,0,336,946,3,"315,3333333",1997-05
10529,68,"12,50",20,0,250,946,3,"315,3333333",1997-05
10529,69,"36,00",10,0,360,946,3,"315,3333333",1997-05
10530,17,"39,00",40,0,1560,4180,4,1045,1997-05
10530,43,"46,00",25,0,1150,4180,4,1045,1997-05
10530,61,"28,50",20,0,570,4180,4,1045,1997-05
10530,76,"18,00",50,0,900,4180,4,1045,1997-05
10531,59,"55,00",2,0,110,110,1,110,1997-05
10532,30,"25,89",15,0,"388,35","796,35",2,"398,175",1997-05
10532,66,"17,00",24,0,408,"796,35",2,"398,175",1997-05
10533,4,"22,00",50,"0,05",1045,"2222,2",3,"740,7333333",1997-05
10533,72,"34,80",24,0,"835,2","2222,2",3,"740,7333333",1997-05
10533,73,"15,00",24,"0,05",342,"2222,2",3,"740,7333333",1997-05
10534,30,"25,89",10,0,"258,9","465,7",3,"155,2333333",1997-05
10534,40,"18,40",10,"0,2","147,2","465,7",3,"155,2333333",1997-05
10534,54,"7,45",10,"0,2","59,6","465,7",3,"155,2333333",1997-05
10535,11,"21,00",50,"0,1",945,"1940,85",4,"485,2125",1997-05
10535,40,"18,40",10,"0,1","165,6","1940,85",4,"485,2125",1997-05
10535,57,"19,50",5,"0,1","87,75","1940,85",4,"485,2125",1997-05
10535,59,"55,00",15,"0,1","742,5","1940,85",4,"485,2125",1997-05
10536,12,"38,00",15,"0,25","427,5",1645,4,"411,25",1997-05
10536,31,"12,50",20,0,250,1645,4,"411,25",1997-05
10536,33,"2,50",30,0,75,1645,4,"411,25",1997-05
10536,60,"34,00",35,"0,25","892,5",1645,4,"411,25",1997-05
10537,31,"12,50",30,0,375,"1823,8",5,"364,76",1997-05
10537,51,"53,00",6,0,318,"1823,8",5,"364,76",1997-05
10537,58,"13,25",20,0,265,"1823,8",5,"364,76",1997-05
10537,72,"34,80",21,0,"730,8","1823,8",5,"364,76",1997-05
10537,73,"15,00",9,0,135,"1823,8",5,"364,76",1997-05
10538,70,"15,00",7,0,105,"139,8",2,"69,9",1997-05
10538,72,"34,80",1,0,"34,8","139,8",2,"69,9",1997-05
10539,13,"6,00",8,0,48,"355,5",4,"88,875",1997-05
10539,21,"10,00",15,0,150,"355,5",4,"88,875",1997-05
10539,33,"2,50",15,0,"37,5","355,5",4,"88,875",1997-05
10539,49,"20,00",6,0,120,"355,5",4,"88,875",1997-05
10540,3,"10,00",60,0,600,"10191,7",4,"2547,925",1997-05
10540,26,"31,23",40,0,"1249,2","10191,7",4,"2547,925",1997-05
10540,38,"263,50",30,0,7905,"10191,7",4,"2547,925",1997-05
10540,68,"12,50",35,0,"437,5","10191,7",4,"2547,925",1997-05
10541,24,"4,50",35,"0,1","141,75","1946,52",4,"486,63",1997-05
10541,38,"263,50",4,"0,1","948,6","1946,52",4,"486,63",1997-05
10541,65,"21,05",36,"0,1","682,02","1946,52",4,"486,63",1997-05
10541,71,"21,50",9,"0,1","174,15","1946,52",4,"486,63",1997-05
10542,11,"21,00",15,"0,05","299,25","469,11",2,"234,555",1997-05
10542,54,"7,45",24,"0,05","169,86","469,11",2,"234,555",1997-05
10543,12,"38,00",30,"0,15",969,"1504,5",2,"752,25",1997-05
10543,23,"9,00",70,"0,15","535,5","1504,5",2,"752,25",1997-05
10544,28,"45,60",7,0,"319,2","417,2",2,"208,6",1997-05
10544,67,"14,00",7,0,98,"417,2",2,"208,6",1997-05
10545,11,"21,00",10,0,210,210,1,210,1997-05
10546,7,"30,00",10,0,300,2812,3,"937,3333333",1997-05
10546,35,"18,00",30,0,540,2812,3,"937,3333333",1997-05
10546,62,"49,30",40,0,1972,2812,3,"937,3333333",1997-05
10547,32,"32,00",24,"0,15","652,8","1792,8",2,"896,4",1997-05
